inference,Description,score,short rationale
Seasonal anomaly pattern characterization with hydraulic and thermal context,"Group anomaly alerts by season, then compare flow patterns, session overlays, and temperature deviations; more hot-side anomalies at high flow in winter vs lukewarm anomalies in summer reveal how seasonal demand interacts with the plumbing to create abnormal events.",2,"Seasonal patterning of anomalies; aggregate trends with minimal individual profiling."
Detection of forgotten showers from anomaly tails,"Find long usage sessions where anomaly alerts occur in the latter part of the session, with flow history showing steady high flow and temperature near comfort range but no additional user-adjustment signatures; this indicates showers left running longer than necessary rather than deliberate continuous use.",4,"Identifies long sessions with steady comfort temps and anomaly tails, revealing forgetfulness."
Anomaly contribution to per-session energy footprint,"For each session that overlaps an anomaly alert, integrate flow and temperature just during the alert and compare to the rest of the session; this reveals what fraction of each session’s energy use is due to abnormal behavior versus normal comfort use.",3,"Quantifies abnormal energy share per session, tying extra use to specific user activity."
Detection of low-volume but high-temperature seepage,"Anomaly alerts with small but persistent flow deviations in the history and consistently high temperature indicate low-volume seepage of hot water, which may not significantly alter session-level usage logs but still wastes energy over time.",3,"Finds warm seepage outside clear sessions, hinting at hidden use or idle losses."
Leak vs heavy-use anomaly discrimination via session structure,"Compare anomalies that occur within structured sessions (e.g., standard morning showers of similar length and temperature) versus anomalies that occur outside such patterns; structured-session anomalies suggest unusual behavior within normal routines, while structureless anomalies with flow and temperature indicate leaks.",3,"Distinguishes routine-based anomalies from off-pattern leaks, revealing adherence to typical schedules."
Verification of anomaly thresholds using normal session envelopes,"Build normal envelopes of flow and temperature trajectories for typical session types from the logs; anomaly alerts that fall completely within these envelopes indicate thresholds are too tight, while clear deviations without alerts reveal thresholds that are too loose.",2,"Tunes thresholds against normal session envelopes; model calibration with low personal exposure."
Detection of hot recirculation misbehavior via idle anomalies,"If anomaly alerts occur during periods with no active usage sessions, and flow history shows low but continuous flow at elevated temperatures, this points to misconfigured or malfunctioning recirculation systems constantly moving hot water.",2,"Identifies idle warm recirculation flow; operational misconfiguration, minimal behavioral insight."
Identifying fixtures prone to abnormal high-flow hot events,"Aggregate anomaly alerts by fixture and combine them with local flow histories, session counts, and temperature deviations; fixtures with frequent high-flow, high-temperature anomalies relative to their usage volume are hotspots for abnormal hot-water events.",3,"Ranks fixtures with frequent hot anomalies relative to use, mildly revealing location-specific behavior."
Cooldown behavior after hot anomalies at the fixture level,"When a hot-side anomaly alert ends, examine how quickly fixture-level temperature returns toward baseline while flow returns to normal; slow cooldown under low flow may indicate poorly insulated piping, while rapid cooldown under constant flow indicates aggressive mixing or cold replenishment.",2,"Assesses cooldown rates after hot anomalies; technical with little personal detail."
Self-resolving anomaly classification from flow and temperature recovery,"For anomaly alerts, track whether flow and temperature automatically return to patterns matching pre-anomaly sessions without user intervention; if so, classify these as self-resolving anomalies, distinct from persistent ones that distort subsequent session behavior.",2,"Labels anomalies as self-resolving based on recovery; system-focused, minimal behavioral exposure."
Detection of water hammer or pressure shocks with thermal tagging,Very short anomaly alerts where flow rate spikes sharply and temperature shifts briefly during active sessions indicate pressure shocks; comparing the temperature during those spikes reveals whether hot or cold lines are driving the hammer events.,2,"Detects brief spikes/temperature shifts for hammer events; technical pattern with limited user info."
Mapping anomalies to specific daily routines,"Cross-reference anomaly alerts with usage logs to see which recurring routines (e.g., 7 AM showers) they overlap, and pair this with flow and temperature signatures; if certain routines consistently hit abnormal patterns, they may be poorly matched to system capacity.",4,"Links anomalies to recurring routines and times, exposing daily schedule habits."
Anomaly-driven comfort disruption scoring per routine,"For each recurring session pattern, examine how often anomaly alerts occur while flow and temperature are in the user’s comfort band; when anomalies force temperature outside that band, the portion of session time affected contributes to a comfort disruption score.",4,"Scores comfort disruption within routines, revealing user comfort preferences and timing."
Detection of mixed hot–cold faults during anomaly events,Anomalies where temperature oscillates between near-cold and near-hot under abnormal flow while sessions are ongoing indicate mixing or cross-connection faults that become visible only under these abnormal hydraulic conditions.,3,"Identifies mixing faults during sessions, noting user exposure to temperature swings."
Recovery time comparison across fixtures after severe anomalies,"After severe anomaly alerts, compare how quickly each fixture’s flow and temperature patterns return to their usual envelopes during subsequent sessions; fixtures that recover slowly show greater vulnerability to persistent effects of abnormal events.",2,"Compares fixture recovery after anomalies; operational, low personal detail."
Long-term trend of anomaly-driven water loss normalized by usage,Sum abnormal flow derived from anomaly alerts over weeks or months and normalize by total session-based water use; a rising ratio indicates that a growing share of water is lost to anomalies rather than serving legitimate usage.,2,"Aggregates water loss from anomalies over time vs usage; minimal individual profiling."
Long-term trend of anomaly-driven energy loss normalized by hot demand,"Similarly, integrate the thermal energy associated with hot-side anomalies and normalize by total hot-water energy used in normal sessions; a rising fraction reveals increasing energy loss attributable to abnormal operation.",2,"Aggregated energy-loss trend from anomalies; system-level with little personal info."
Early-warning indicator based on mild anomalies within normal sessions,"Track small anomaly alerts with slight flow and temperature deviations inside normal sessions; an increasing count of such mild anomalies often precedes more severe problems, serving as an early-warning indicator for maintenance.",2,"Counts mild in-session anomalies as early warnings; aggregate signal with limited behavioral exposure."
"Classification of anomalies into leak, burst, heater, and control categories","Cluster anomaly alerts using flow history shape (steady vs spiky), session overlap, and temperature behavior (cold, warm, overshoot); steady off-session warm flow is leak-like, sudden spikes with high usage are burst-like, persistent low session temperatures suggest heater issues, and overshoot/oscillation points to control faults.",3,"Categorizes anomalies using session and temperature context, distinguishing user-driven events from system faults."
Validation of repair effectiveness via anomaly signature changes,"Before and after maintenance, compare the number, flow shapes, and temperature patterns of anomaly alerts and the session contexts where they occur; a shift from frequent high-volume hot anomalies to rare mild ones confirms that repairs addressed the core issues.",2,"Compares anomaly patterns pre/post repair; maintenance validation with minimal personal detail."
Context-aware anomaly escalation based on affected usage type,"For anomalies that occur during sessions classified as high-priority (e.g., long evening showers, elder-care routines) and that show large flow and temperature deviations, escalate alerts more aggressively than anomalies in low-priority, short, or unoccupied periods.",4,"Escalates based on session types (e.g., long showers, care routines), revealing user habits and priorities."
Predictive modeling of high-risk future sessions from early signals,"Analyze how early flow and temperature patterns in a session, along with historical anomaly overlaps for similar sessions, correlate with later anomaly alerts; use this to flag in-progress sessions that are likely to become abnormal and enable pre-emptive measures.",4,"Predicts which ongoing sessions may go abnormal from early flow/temperature, inferring near-term user behavior."
