Inference,Description,score,short rationale
Ranking sensors and devices by real-world impact,"For each sensor or device, comparing how its presence affects the frequency and volume of flow anomalies, peak and duration of moisture, occurrence of leak logs, behaviour under different temperatures, and amount and frequency of device actions allows ranking elements by actual contribution to risk reduction.",2,"Performance benchmarking of hardware; minimal exposure of occupant behavior."
Detecting instrumentation faults via cross-inconsistency,"Flow sensor faults appear when leak logs, moisture spikes, thermal anomalies, and device actions occur without any recorded flow anomalies; moisture sensor faults when the same happens without moisture changes; temperature sensor faults when leaks and device behaviour are invariant over reported temperature; device log faults when physical conditions change without any recorded activation.",2,"Flags sensor faults using cross-checks; low direct privacy risk aside from incident timestamps."
Estimating damage potential beyond water volume,"Damage potential increases when a leak occurs during temperature extremes, shows large flow anomalies, sustains high moisture for long, is logged repeatedly in leak history, and triggers prolonged or repeated device activations.",4,"Combines severity signals to gauge damage; reveals magnitude, duration, and context of incidents."
Post-incident recovery trajectory analysis,"After an incident, the joint decay of flow, moisture, and temperature deviations, plus the timing of leak log closure and device deactivation, describe the recovery trajectory, highlighting fast, normal, slow, or incomplete recoveries.",3,"Shows how conditions normalize after leaks; contains event timelines but limited personal inference."
Inferring vertical vs. lateral propagation of leaks,"When a leak begins from leak detection and flow anomaly at one elevation but the earliest moisture rise and temperature deviation occur elsewhere and devices activate in a spatial sequence, the combined data reveals whether water is moving vertically or laterally.",4,"Spatial propagation reveals structure and multi-zone involvement; moderate re-identification risk for location."
Distinguishing one big event from multiple smaller events,"By examining continuity and correlation across flow, moisture, temperature, leak logs, and device activations, the system can tell whether a long disturbance is one extended leak or several separate incidents.",3,"Segmenting disturbances exposes occurrence timing; moderate sensitivity."
Policy-gap identification under specific conditions,"Conditions where extreme temperature, notable flow anomalies, and elevated moisture occur repeatedly in the same area, with occasional leak detections but rarely or never any device activation, indicate a policy gap: high physical risk but weak automated response.",3,"Points out conditions with risk but no response; reveals repeated stressful situations per zone."
Adaptive threshold learning from real outcomes,"Using outcomes of past incidents, the system can learn optimal joint thresholds in the space of flow anomaly, moisture change, temperature context, leak probability, and device actions so that historically damaging combinations trigger stronger actions.",3,"Uses historical incidents to tune thresholds; embeds outcome history but aggregated."
Day–night and seasonal reliability profiling,"Comparing how flow, moisture, leak, and device patterns behave under different temperature regimes such as night versus day and winter versus summer exposes time- and season-dependent blind spots.",3,"Time-of-day and seasonal patterns can reveal occupancy schedules; moderate privacy exposure."
Differentiating occupant-driven events from autonomous system issues,"Events with flow anomalies and mild moisture, at moderate temperatures, with short device activations and few or no leak detections likely represent occupant behaviour; incidents with strong alignment of all five signals, especially under thermal stress, likely represent infrastructure failure.",5,"Explicitly attributes events to occupants versus system, disclosing behavior and presence."
Holistic leak lifecycle modelling,"From first subtle temperature drift and flow anomalies, through rising moisture, initial leak log, escalation of device activations, and eventual decay of all signals, the system can model the typical lifecycle of different leak types.",4,"Full lifecycle traces timing, escalation, and mitigation, enabling detailed incident reconstruction."
Long-term infrastructure risk scoring per zone,"For each zone, aggregating over time the count and type of leak detections, cumulative exposure to high moisture, frequency and magnitude of flow anomalies, amount of time in risky temperature ranges, and intensity and recurrence of device activations yields a long-term structural risk score.",4,"Aggregates long-term risk per zone; reveals persistent problem areas and incident history."
