Inference,Description,Score,Short rationale
Temperature–moisture coupling pattern,Moisture changes that align with temperature shifts indicate dew point–driven moisture behavior.,1,Dew-point driven behavior; purely physical.
Climate vulnerability indicator,Recurring periods of high moisture in certain seasons indicate times when the environment is particularly prone to dampness.,2,Seasonal times of high dampness; building–climate sensitivity.
Surface temperature inference,Slow drying despite moderate humidity suggests cooler surfaces with reduced evaporation capacity.,1,Indicates cooler surfaces; no direct behavioral content.
Wind or airflow disruption detection,Minimal change in moisture levels despite expected environmental variations implies blocked or insufficient airflow.,2,Suggests blocked vents/airflow; mild link to how space is arranged/used.
Activity-linked moisture rise,"Moisture increases that align with typical activity times suggest links to human actions such as cleaning, showering, or cooking.",3,"Directly tied to human actions (showering, cooking, cleaning)."
System-usage pattern detection,Repeated moisture spikes that match appliance schedules reveal operational cycles of devices like washing machines or dishwashers.,3,Reflects appliance schedules (washers/dishwashers) and routine usage.
Watering or irrigation timing,Outdoor sensor moisture increases that correspond to recurring patterns indicate irrigation or watering schedules.,3,"Encodes irrigation schedule, linking to household outdoor routines."
Occupancy pattern inference,Changes in moisture drying rates between occupied and unoccupied periods allow indirect inference of occupancy cycles.,4,Explicitly infers occupied vs unoccupied periods; strong behavior/away pattern.
Unintentional water use detection,Unexpected moisture increases during low-activity or nighttime windows suggest accidental or unauthorized water use.,4,Detects possible accidental/unauthorized use at low-activity times; high profiling/security relevance.
Moisture suppression behavior,"Rapid moisture reduction during occupant presence implies manual cleanup, drying actions, or active mitigation.",3,Shows manual cleanup/mitigation during presence; moderate behavioral signal.
Moisture diffusion rate modeling,The shape of the moisture increase curve reveals diffusion characteristics of water moving through materials.,1,Diffusion characteristics in materials; physical only.
Absorption saturation threshold,"When the rate of moisture increase slows, the surrounding material is approaching or has reached its absorption limit.",1,Absorption limit of materials; non-personal.
Hydraulic pressure influence,Extremely rapid moisture rise suggests pressurized water intrusion rather than passive seepage or condensation.,1,Pressurized vs passive intrusion; infrastructure behavior.
Surface vs. subsurface water differentiation,"Steep, short-lived increases indicate surface water, while gradual, prolonged changes indicate subsurface seepage.",1,Differentiates surface vs subsurface; physical classification.
Contaminant or salinity effect inference,Unusually slow drying or persistently elevated moisture may indicate dissolved salts or contaminants that retain water.,2,"Suggests contaminants/salts; property condition, not behavior."
Moisture-related structural stress indicator,"Recurring extended high moisture conditions imply risk for mold growth, wood expansion, corrosion, or material degradation.",2,Long-term risk for mold/corrosion/expansion; property health.
Drainage gradient inference,Sensors that dry more slowly than others identify locations where drainage slope is insufficient or where water stagnates.,1,Identifies poor slope/stagnation zones; structural.
Water presence persistence mapping,The duration of elevated moisture at each sensor helps identify locations prone to long-term dampness.,2,"Long-duration damp spots; property condition, location-specific."
Material warping risk detection,"Rapid wetting combined with slow drying identifies conditions likely to cause swelling, warping, or finish damage in sensitive materials.",2,Risk for swelling/warping; asset-protection information.
Moisture anomaly detection,Moisture changes that deviate from typical patterns for a given environment indicate unusual events or sensor-area anomalies.,2,Detects unusual events; could hint at unexpected activities but weak identity link.
Reverse diffusion anomaly,Moisture decreasing in one sensor while increasing at another nearby suggests multi-layer or directional moisture transport.,1,Directional moisture transport oddities; physical system behavior.
Moisture rebound effect,"Moisture that rises again after an initial drying phase, without new water input, indicates trapped moisture redistributing within materials.",1,Trapped moisture redistribution; structural/physical.
Dampness migration resistance,Loss of correlation between neighboring sensors over time suggests varying resistance to moisture migration across the structure.,1,Resistance to moisture spread; material/structural property.
Hidden insulation failure,A sensor showing unexpectedly high moisture where insulation is expected suggests a breach or failure in the insulating layer.,2,Suggests insulation breach; property-level vulnerability.
Pipeline sweating indicator,"Slow, recurring moisture increases near expected pipe locations indicate condensation on cold pipelines rather than leaks.",2,"Indicates condensation on cold pipes; weak behavioral signal (e.g., heavy cold-water use)."
False-positive moisture signature,"Short-lived, low-level fluctuations around the threshold indicate possible condensation, misting, or sensor noise rather than true wetting.",1,Condensation/mist/sensor noise pattern; meta about sensor reliability.
Persistent micro-moisture film detection,Slight but sustained elevation of moisture levels indicates thin water films that may not pool but can support mold or mildew.,2,Thin films that can support mold; hygiene/health risk at property level.
Evaporation-limited region identification,Areas where moisture remains high for long durations reveal poorly ventilated or shaded recesses with limited evaporation.,2,Poorly ventilated/shaded recesses; property layout and risk zones.
Water ingress vs. steam exposure differentiation,"Sharp, large moisture rises indicate liquid ingress, while smaller, slower increases suggest steam or vapor exposure.",3,"Distinguishes leaks vs steam (e.g., showers); ties patterns more directly to human activity."
Moisture overshoot effect,Moisture rising beyond expected equilibrium levels suggests absorption into strongly hygroscopic materials reaching full saturation.,1,Hygroscopic material saturation behavior; physical only.
